link,handle,isin,cusip,figi,ticker,name,issuer_name,issuer_type,issuer_jurisdiction,fund,framework_link,issuance_date,maturity_date,volume_usd,volume_bond_currency,bond_currency
https://www.greenbondtransparency.com/bond-info/?handle=cdd9dbb7c5b7426a8c366cb944a814a9,cdd9dbb7c5b7426a8c366cb944a814a9,BRECOACRA7P1,NA,BBG012N0L8M3,NA,CRA Verde XP 2021,FS Agribusiness,Non-Financial Corporate,Brazil,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=06916bad6f3d4631a2127d3f46ff766d,2021-09-03T00:00:00Z,2025-09-15T00:00:00Z,58050658,300000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=f3475e2874264a62a2a2804c493ed2e5,f3475e2874264a62a2a2804c493ed2e5,NA,NA,BBG0123NW8B5,NA,Local Green Bond - Series XXXII,Genneia S.A.,Non-Financial Corporate,Argentina,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=0861b552d06e4b9799ebc7a3b1aa7e2a,2021-08-10T00:00:00Z,2023-08-10T00:00:00Z,48971674,48971674,USD
https://www.greenbondtransparency.com/bond-info/?handle=57ce82e059004c8db47a7007175c47c1,57ce82e059004c8db47a7007175c47c1,BRPTMIDBS003,NA,NA,PTMI11,PTMI11,Omega Energia,Non-Financial Corporate,Brazil,FALSE,NA,2017-03-15T00:00:00Z,2026-12-15T00:00:00Z,13415220,42431000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=2d02a140e1674840929801f32b91dbf3,2d02a140e1674840929801f32b91dbf3,BRECOACRA1I9,NA,NA,NA,Suzano CRA Verde 2016,Suzano Papel e Celulose,Non-Financial Corporate,Brazil,FALSE,NA,2016-11-25T00:00:00Z,2024-11-25T00:00:00Z,291723795,1000000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=e7a60b9c1e1547e78842af5b5db91a2f,e7a60b9c1e1547e78842af5b5db91a2f,US191241AJ70,NA,BBG00WYXCK74,KOF,Coca-Cola FEMSA Green Bond,Coca-Cola FEMSA,Non-Financial Corporate,Mexico,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=766cfab46e8a4f4c9ad6466bfd582707,2020-09-01T00:00:00Z,2032-09-01T00:00:00Z,705000000,705000000,USD
https://www.greenbondtransparency.com/bond-info/?handle=9fc875791e3143a1bb3f864a304e8185,9fc875791e3143a1bb3f864a304e8185,NA,NA,NA,PR_PL_DAVIVIEND,Green Bond 2017 - Davivienda,Davivienda,Financial Corporate,Colombia,FALSE,NA,2017-04-25T00:00:00Z,2027-04-25T00:00:00Z,150000000,433000000000,COP
https://www.greenbondtransparency.com/bond-info/?handle=f21e0d60edce484e9ebf4c459d4e16a3,f21e0d60edce484e9ebf4c459d4e16a3,BRCTGEDBS010,NA,NA,CTGE13,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL,CGT Eletrosul,Non-Financial Corporate,Brazil,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=62947748118b4a87bfa9d3d52dfb49f1,2021-09-15T00:00:00Z,2029-09-15T00:00:00Z,35191173,185000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=47b8b2c3d39b42a2b47e9b1faa6b599c,47b8b2c3d39b42a2b47e9b1faa6b599c,BRANEMDBS007,NA,BBG011XY0RK3,ANEM11,ANEMUS 2039,Anemus Wind Holding S.A.,Non-Financial Corporate,Brazil,FALSE,NA,2021-06-15T00:00:00Z,2039-06-15T00:00:00Z,93503937,475000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=13db022e186047ecbb817d21fa259364,13db022e186047ecbb817d21fa259364,MX90GC040026,AV7948830,BBG00MMMVX56,90_GCDMXCB_18V,GCDMXCB 18V,Gobierno de la Ciudad de México,Local government,Mexico,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=3bed31a8a09f4c65bf9b9e10a3a99d43,2018-11-21T00:00:00Z,2028-11-21T00:00:00Z,54449245,1100000000,MXN
https://www.greenbondtransparency.com/bond-info/?handle=519f17ca40d44fbba816416b0e9f3cb1,519f17ca40d44fbba816416b0e9f3cb1,XS1459407026,NA,BBG00DJ0DXT2,CABEI 8.4,"Uridashi ""Best Effort"" Green Bond",Central American Bank for Economic Integration,Development Bank,Supranational,FALSE,NA,2016-07-29T00:00:00Z,2020-08-13T00:00:00Z,72865918,1032000000,ZAR
https://www.greenbondtransparency.com/bond-info/?handle=79998baaa2e74bf0aa47e9d7521dd092,79998baaa2e74bf0aa47e9d7521dd092,XS2424489958,NA,BBG0142N0GR2,NA,BCI - JPY 2027,Banco de Crédito e Inversiones,Financial Corporate,Chile,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=8dc563c540c1439a8c930ddbfada75ef,2022-01-07T00:00:00Z,2027-01-07T00:00:00Z,44000000,5000000000,JPY
https://www.greenbondtransparency.com/bond-info/?handle=e4570195ee594e479365900b4140ec5f,e4570195ee594e479365900b4140ec5f,NA,NA,NA,PR_PV_BRADESCO,Bradesco Climate Bond - 2020,Bradesco,Financial Corporate,Brazil,FALSE,NA,2020-12-23T00:00:00Z,2023-07-24T00:00:00Z,231928875,1200000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=ddc074cc122446bc92e5b6929179d0e2,ddc074cc122446bc92e5b6929179d0e2,USL79090AC78,NA,BBG00VSZG6M8,RAILBZ 5 1/4,Rumo 2028,Rumo S.A.,Non-Financial Corporate,Brazil,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=5ed0f5af81e743d59f6cc5245e8d8fd0,2020-06-30T00:00:00Z,2028-01-10T00:00:00Z,500000000,500000000,USD
https://www.greenbondtransparency.com/bond-info/?handle=8924efd445c0450a816e678627f70b60,8924efd445c0450a816e678627f70b60,ARPLAZ560060,NA,BBG00ZDQTSP0,PZC6O,Sustainable Bond ON C6,Plaza Logística,Non-Financial Corporate,Argentina,FALSE,NA,2021-02-17T00:00:00Z,2024-08-24T00:00:00Z,20454545,1800000000,UVA
https://www.greenbondtransparency.com/bond-info/?handle=314f7f4c213f427091038506ef0c444b,314f7f4c213f427091038506ef0c444b,BRTAEEDBS0I1,NA,BBG00RHCX4G3,NA,Oitava Emissão de Debêntures da Taesa,TAESA,Non-Financial Corporate,Brazil,FALSE,NA,2019-12-15T00:00:00Z,2044-12-15T00:00:00Z,67094434,300000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=f495dc7708c7482192c314338682e805,f495dc7708c7482192c314338682e805,NA,NA,NA,CRI_ATHON1,CRI Athon ESG I,Grupo Athon,Non-Financial Corporate,Brazil,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=d583c1a1b1f2463ebec5379b3985a990,2021-08-19T00:00:00Z,2035-08-31T00:00:00Z,15906000,82850000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=65809b95fbf34e898b30b546b2d2a6a8,65809b95fbf34e898b30b546b2d2a6a8,ARAESA560032,NA,NA,NA,AES Argentina Green Bond,AES Argentina S.A,Non-Financial Corporate,Argentina,FALSE,NA,2020-02-18T00:00:00Z,2020-11-18T00:00:00Z,48450360,48450360,USD
https://www.greenbondtransparency.com/bond-info/?handle=28819e812f754cc7a6258219e8918c4e,28819e812f754cc7a6258219e8918c4e,MXCDBA0300F1,NA,BBG016FLVJ51,BACMEXT 22X,Bancomext Senior Notes 22x,Bancomext,Financial Corporate,Mexico,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=41f78746078d444787f9a1f78b30153c,2022-03-23T00:00:00Z,2025-03-25T00:00:00Z,149109073,3000000000,MXN
https://www.greenbondtransparency.com/bond-info/?handle=efccb817483a461688c4cc612e645b68,efccb817483a461688c4cc612e645b68,PAL3009913K1,NA,NA,NA,CIFI Serie K,Corporación Interamericana para el Financiamiento de Infraestructura (CIFI),Financial Corporate,Panama,FALSE,NA,2020-12-16T00:00:00Z,2022-06-17T00:00:00Z,1000000,1000000,USD
https://www.greenbondtransparency.com/bond-info/?handle=039a805a3e354fb9abc557d41eaf0c0a,039a805a3e354fb9abc557d41eaf0c0a,PEP11100M336,NA,BBG00P0Y6CR7,NA,Bono Verde COFIDE,Cofide,Development Bank,Peru,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=04e21c087086494eb8ed28a377b70eee,2019-04-26T00:00:00Z,2022-04-26T00:00:00Z,30012004,100000000,PEN
https://www.greenbondtransparency.com/bond-info/?handle=591bdf3d52c84e4b9abd76b03591ae92,591bdf3d52c84e4b9abd76b03591ae92,ARCPMA560025,NA,NA,OMC20,Clase II,CP Los Olivos y CP Manque,Non-Financial Corporate,Argentina,FALSE,NA,2020-09-02T00:00:00Z,2021-09-02T00:00:00Z,15000000,1109925000,ARS
https://www.greenbondtransparency.com/bond-info/?handle=6f46459260bb4254a71f833639627109,6f46459260bb4254a71f833639627109,COB07CB00603,NA,NA,NA,Bancolombia Bono Verde 2,Grupo Bancolombia,Financial Corporate,Colombia,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=9c192826e78e482c93c7455809b0c515,2018-07-18T00:00:00Z,2023-07-18T00:00:00Z,104228913,300000000000,COP
https://www.greenbondtransparency.com/bond-info/?handle=1d7c3d7cb3dc4a89829b4f66476fa9f7,1d7c3d7cb3dc4a89829b4f66476fa9f7,NA,NA,NA,WREL#1_C,WREL#1 Note C,Williams Caribbean Capital,Non-Financial Corporate,Barbados,FALSE,NA,2018-06-30T00:00:00Z,2026-06-30T00:00:00Z,2000000,4000000,BBD
https://www.greenbondtransparency.com/bond-info/?handle=b1ee5ee2b303417fb77c0c62bf84343a,b1ee5ee2b303417fb77c0c62bf84343a,ARPLAZ560011,NA,NA,NA,Green Bond ON C1,Plaza Logística,Non-Financial Corporate,Argentina,FALSE,NA,2017-12-18T00:00:00Z,2020-12-18T00:00:00Z,26841899,26841899,USD
https://www.greenbondtransparency.com/bond-info/?handle=5d9414c64ce1488fb9135b3bf4414ee5,5d9414c64ce1488fb9135b3bf4414ee5,CH0553331882.,NA,BBG00WLK8HD1.,NA,CHF GREEN BOND BENCHMARK,CAF - Banco de Desarrollo de America Latina,Development Bank,Supranational,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=20ab6a5a7a89447fa8ffc6208696d342,2020-09-04T00:00:00Z,2025-09-04T00:00:00Z,381887615,350000000,CHF
https://www.greenbondtransparency.com/bond-info/?handle=8c79d4f9366a4162a9629192e2530d2d,8c79d4f9366a4162a9629192e2530d2d,BRESVHDBS002,NA,NA,NA,Eólica Serra das Vacas Holding II S.A.,Engeform - Eólica Serra das Vacas Holding II S.A,Non-Financial Corporate,Brazil,FALSE,NA,2017-06-15T00:00:00Z,2031-06-15T00:00:00Z,14620773,48000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=26841b3a429e412a9322c0fc4089babb,26841b3a429e412a9322c0fc4089babb,COE15CB00287,NA,NA,NA,Tramo 14 Serie A9,ISA - Interconexión Eléctrica S.A. E.S.P.,Non-Financial Corporate,Colombia,FALSE,NA,2020-08-13T00:00:00Z,2029-08-13T00:00:00Z,42602933,160000000000,COP
https://www.greenbondtransparency.com/bond-info/?handle=25af7f0c068d403b829146d02fd9ec6a,25af7f0c068d403b829146d02fd9ec6a,ARPAMP5600C6,NA,NA,MGC8O,Pampa Energía - ON Clase 8,Pampa Energía,Non-Financial Corporate,Argentina,FALSE,NA,2022-01-18T00:00:00Z,2023-07-18T00:00:00Z,30000000,3107268000,ARS
https://www.greenbondtransparency.com/bond-info/?handle=d504aa002bf5487f8fc01a2b94b3a137,d504aa002bf5487f8fc01a2b94b3a137,COE15CB00295,NA,NA,NA,Tramo 14 Serie G20,ISA - Interconexión Eléctrica S.A. E.S.P.,Non-Financial Corporate,Colombia,FALSE,NA,2020-08-13T00:00:00Z,2040-08-13T00:00:00Z,37276946,139997669786,COP
https://www.greenbondtransparency.com/bond-info/?handle=070039e58a2142adbcc6777258457e5e,070039e58a2142adbcc6777258457e5e,ARZUAM560013,NA,BBG0146Z2RY7,NA,ZUAMAR S.A - BONO VERDE ON SERIE I,ZUAMAR S.A.,Non-Financial Corporate,Argentina,FALSE,NA,2021-12-17T00:00:00Z,2024-12-17T00:00:00Z,1127672,115000000,ARS
https://www.greenbondtransparency.com/bond-info/?handle=bf96a41e500b4f00b41161bfbded8061,bf96a41e500b4f00b41161bfbded8061,BRRBRACRI713,NA,NA,NA,CRI Credit Suisse,FS Agribusiness,Non-Financial Corporate,Brazil,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=56debb04f16d471a921ea472390c8779,2020-06-25T00:00:00Z,2023-02-22T00:00:00Z,25992643,138507000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=f1d6d989d8ea4e09b00dcd41200c9e35,f1d6d989d8ea4e09b00dcd41200c9e35,BRTRPLDBS0G4,NA,BBG0137WGWJ6,NA,ISA CTEEP - 11ª Emissão (1ª e 2ª Serie),CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,Non-Financial Corporate,Brazil,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=e791ce8ea3eb4c6897df799280b78881,2021-10-15T00:00:00Z,2039-10-15T00:00:00Z,182800000,950000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=5bbc61b2d8164da5bb796c580b1305b9,5bbc61b2d8164da5bb796c580b1305b9,USP5875NAB93,P5875NAB9,BBG011CKJQK8,ILAPCL REGS,Inversiones Latin America Power RegS Note,Inversiones Latin America Power (ILAP),Non-Financial Corporate,Chile,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=a40381fb70654535ada4454c2ff5e808,2021-06-09T00:00:00Z,2033-06-15T00:00:00Z,250230000,250230000,USD
https://www.greenbondtransparency.com/bond-info/?handle=1792bc496a08430098ec7886e2e7ea0f,1792bc496a08430098ec7886e2e7ea0f,CRA0200005N,NA,NA,NA,FSBIOENERGIA,Grupo Gaia,Financial Corporate,Brazil,FALSE,NA,2020-02-12T00:00:00Z,2023-02-24T00:00:00Z,39152293,210267000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=1c15de3906d74b2d8a7d01d482b86c19,1c15de3906d74b2d8a7d01d482b86c19,BRRANIDBS023,NA,BBG00PWZ9NS1,CELU13,Irani Green Bond 2025,Irani Papel e Embalagem S.A.,Non-Financial Corporate,Brazil,FALSE,NA,2019-08-02T00:00:00Z,2025-07-19T00:00:00Z,131867558,505000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=b801a9916932412fb579bb166dbdcdbe,b801a9916932412fb579bb166dbdcdbe,BRSMTODBS005,NA,NA,SMTO13,3ª Emissão de Debêntures - Série Única - São Martinho,São Martinho,Non-Financial Corporate,Brazil,FALSE,NA,2021-06-30T00:00:00Z,2031-06-16T00:00:00Z,99956019,500000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=1fd5c178da6148569a42c52f45981714,1fd5c178da6148569a42c52f45981714,COB07CB00587,NA,NA,NA,Bancolombia Bono Verde 1,Grupo Bancolombia,Financial Corporate,Colombia,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=887634f5dea44d698661f04daff365d5,2016-12-06T00:00:00Z,2023-12-05T00:00:00Z,114340224,350000000000,COP
https://www.greenbondtransparency.com/bond-info/?handle=641852f48d4d4d0ab9f8c969be2dcd20,641852f48d4d4d0ab9f8c969be2dcd20,BRIMWLCRA0N2,NA,NA,NA,Certificado de Recebimento do Agronegócio (CRA),SLC Agrícola S.A.,Non-Financial Corporate,Brazil,FALSE,NA,2020-12-11T00:00:00Z,2025-12-15T00:00:00Z,94702575,480000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=10f66d4ac1cc40dcb68e1b9385431c90,10f66d4ac1cc40dcb68e1b9385431c90,US05973JAA88,05973 AA8,BBG011Y6R782,BNCE V2.72 08/1,BANCOMEXT Sustainable Tier2 10NC5,Bancomext,Financial Corporate,Mexico,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=41f78746078d444787f9a1f78b30153c,2021-08-11T00:00:00Z,2031-08-11T00:00:00Z,500000000,500000000,USD
https://www.greenbondtransparency.com/bond-info/?handle=9454206ae5ef4e8d85b80872d8b63a12,9454206ae5ef4e8d85b80872d8b63a12,BRTAEEDBS0G5,NA,BBG00P910118,NA,Sexta Emissão de Debêntures da Taesa,TAESA,Non-Financial Corporate,Brazil,FALSE,NA,2019-05-24T00:00:00Z,2044-05-15T00:00:00Z,51284404,210000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=b39685efcca04b61bebbca809d22fe37,b39685efcca04b61bebbca809d22fe37,CL0002564384,NA,NA,NA,BSOND-J,SONDA SA,Non-Financial Corporate,Chile,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=b64652431f724d2f81550871f0d9a6e1,2019-10-17T00:00:00Z,2024-10-01T00:00:00Z,59024473,1500000,CLF
https://www.greenbondtransparency.com/bond-info/?handle=8646617898db47f5bd5c5b2049986b06,8646617898db47f5bd5c5b2049986b06,BROCTSCRA3A5,NA,NA,NA,CRA Eucalipto,FS Agribusiness,Non-Financial Corporate,Brazil,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=06916bad6f3d4631a2127d3f46ff766d,2021-11-18T00:00:00Z,2026-11-17T00:00:00Z,11537768,64000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=ff0274d7d0c14d4abbc9bfd497c65e5f,ff0274d7d0c14d4abbc9bfd497c65e5f,CRICE00B0226,NA,NA,NA,BONOS G-3 V,Instituto Costarricense de Electricidad,Non-Financial Corporate,Costa Rica,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=540e3b9e7ad24ec29091bc6c98dbbc0a,2021-11-08T00:00:00Z,2028-08-24T00:00:00Z,22444096,14443000000,CRC
https://www.greenbondtransparency.com/bond-info/?handle=5606e307519f4f58abc9d45cb7e36d03,5606e307519f4f58abc9d45cb7e36d03,NA,NA,BBG000GZL6P0,PCD,Banco Pichincha Green Bond -Issue 1,Banco Pichincha SA,Financial Corporate,Ecuador,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=75a44c0cd7a04d06b490e812b1645147,2019-12-20T00:00:00Z,2024-12-20T00:00:00Z,150000000,150000000,USD
https://www.greenbondtransparency.com/bond-info/?handle=9b5072c9c8a74de999ff58ac7a32f456,9b5072c9c8a74de999ff58ac7a32f456,BRSUCUDBS001,NA,NA,CHSU11,Debêntures 12.431 - Central Hidrelétrica Sucuri,ZX Participações S.A,Non-Financial Corporate,Brazil,FALSE,NA,2018-07-05T00:00:00Z,2028-04-28T00:00:00Z,3733333,14000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=a036428305c44970a478ea6648e9e9bb,a036428305c44970a478ea6648e9e9bb,CRA021000RZ,NA,NA,NA,CRA SOLINFTEC II,Grupo Gaia,Financial Corporate,Brazil,FALSE,NA,2021-04-19T00:00:00Z,2027-04-15T00:00:00Z,27048129,150000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=9d39abd34d6c4799835d76e97b6b75e1,9d39abd34d6c4799835d76e97b6b75e1,BRGASFCTF006,NA,NA,NA,FIDC GREEN ANGÁ-SOLFÁCIL,Solfácil Energia Solar Tecnologia e Serviços Financeiros Ltda,Non-Financial Corporate,Brazil,FALSE,NA,2020-12-28T00:00:00Z,2028-06-28T00:00:00Z,95438060,500000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=734f4cf2916542dbbaeacbcc4fb98898,734f4cf2916542dbbaeacbcc4fb98898,COL17CT03797,NA,BBG012R5QQJ7,TFVT10260331,Bono verde soberano Colombia (TES),Ministry of Finance of the Republic of Colombia,Sovereign,Colombia,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=2b5263d9a5ad4526a9d1719870519eec,2021-09-29T00:00:00Z,2031-03-26T00:00:00Z,390095071,1485525471969,COP
https://www.greenbondtransparency.com/bond-info/?handle=b560e3f93699403a87c728fa565ae61a,b560e3f93699403a87c728fa565ae61a,XS2108987517,NA,BBG00RHGN5T8,NA,Chile - EUR 2040,Ministry of Finance of the Republic of Chile,Sovereign,Chile,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=b25746bc73674469a979cd1218fc9355,2020-01-23T00:00:00Z,2040-01-29T00:00:00Z,1397134210,1269017000,EUR
https://www.greenbondtransparency.com/bond-info/?handle=5dd63e9b992f47a88db15d84001a0aad,5dd63e9b992f47a88db15d84001a0aad,PAL3009913G9,NA,NA,NA,CIFI Serie G,Corporación Interamericana para el Financiamiento de Infraestructura (CIFI),Financial Corporate,Panama,FALSE,NA,2020-08-24T00:00:00Z,2023-08-26T00:00:00Z,1000000,1000000,USD
https://www.greenbondtransparency.com/bond-info/?handle=ac2ab3efa2a8455089d589306434edbb,ac2ab3efa2a8455089d589306434edbb,CRABRGAIA,NA,NA,NA,CRA Produzindo Certo,Grupo Gaia,Financial Corporate,Brazil,FALSE,NA,2021-02-26T00:00:00Z,2025-06-30T00:00:00Z,11236438,63345000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=28100961034e4404b6bfbb0919a87500,28100961034e4404b6bfbb0919a87500,BRAPCSCRI606,NA,NA,NA,CRI H2energy,"H2energy Consultoria, Soluções e Instalações Fotovoltaicas Ltda",Non-Financial Corporate,Brazil,FALSE,NA,2019-09-23T00:00:00Z,2032-03-12T00:00:00Z,4855349,25247827,BRL
https://www.greenbondtransparency.com/bond-info/?handle=e6abc7186def493a9f5c60ba5d615e8d,e6abc7186def493a9f5c60ba5d615e8d,NA,NA,NA,Genneia_GB,GNNEIA_GB,Genneia S.A.,Non-Financial Corporate,Argentina,TRUE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=0861b552d06e4b9799ebc7a3b1aa7e2a,NA,NA,NA,NA,USD
https://www.greenbondtransparency.com/bond-info/?handle=fd47a3cbf44c4c7bb9c69c5ad3fcc8e0,fd47a3cbf44c4c7bb9c69c5ad3fcc8e0,NA,NA,NA,CBI_Chile,CBI Certified Portfolio,Ministry of Finance of the Republic of Chile,Sovereign,Chile,TRUE,NA,NA,NA,NA,NA,USD
https://www.greenbondtransparency.com/bond-info/?handle=a4421d17dd0646b391003e3bb6642131,a4421d17dd0646b391003e3bb6642131,MXCDBA0300D6,NA,BBG016XZHSV7,BACMEXT 22-2X,Bancomext Senior Notes 22 2x,Bancomext,Financial Corporate,Mexico,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=41f78746078d444787f9a1f78b30153c,2022-03-23T00:00:00Z,2027-03-23T00:00:00Z,149109073,3000000000,MXN
https://www.greenbondtransparency.com/bond-info/?handle=52a3ebde93e1453cb962eb8e994d15f0,52a3ebde93e1453cb962eb8e994d15f0,USP46756BA25,P46756 BA2,BBG012DCNXZ7,NA,Global Secured Green Bond - Series XXXI,Genneia S.A.,Non-Financial Corporate,Argentina,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=0861b552d06e4b9799ebc7a3b1aa7e2a,2021-09-02T00:00:00Z,2027-09-02T00:00:00Z,366118638,366118638,USD
https://www.greenbondtransparency.com/bond-info/?handle=7d5a909c5f244b7da7c3fab618115955,7d5a909c5f244b7da7c3fab618115955,BRGAFLCRI009,NA,NA,NA,CRI MAGIK,Grupo Gaia,Financial Corporate,Brazil,FALSE,NA,2021-05-12T00:00:00Z,2024-05-14T00:00:00Z,932191,5000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=e803ccf87ecb45d7a8e5c36f97782157,e803ccf87ecb45d7a8e5c36f97782157,BRMGPRDBS068,NA,NA,MTRJ19,9ª EMISSÃO DE DEBÊNTURES DA CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,Concessão Metroviária do Rio de Janeiro S.A.,Non-Financial Corporate,Brazil,FALSE,NA,2021-01-15T00:00:00Z,2031-12-15T00:00:00Z,227703984,1200000000,BRL
https://www.greenbondtransparency.com/bond-info/?handle=c8b591f6ccb14f81b80ec4b4bb81e572,c8b591f6ccb14f81b80ec4b4bb81e572,CH1148308716,NA,BBG013PNMSR9,CABEI 0.11,First Swiss Green Bond,Central American Bank for Economic Integration,Development Bank,Supranational,FALSE,https://www.greenbondtransparency.com/download-document/?entity=Framework&handle=54743cb2f07c4d9f923a5c04c2547bb4,2021-11-22T00:00:00Z,2028-12-15T00:00:00Z,237068965,220000000,CHF
